"GCXH","XZQHMC","KKMC","FXLX","GCSJ","HPZL","HP","CLPPXH"
"320300108963167268","睢宁县","徐州市睢宁县S325淮宿线K63(325省道)63K+100M东侧-向西卡口市际卡口","2","2023/12/24 13:26:13","02","苏C83***","奔驰牌-C200-2015"
"320300108963314247","铜山县","徐州市铜山县G206烟台-汕头K816江苏徐州-G206-苏皖界省际卡口","1","2023/12/24 13:43:13","02","苏CH5***","奔驰牌"
"320300108963799206","睢宁县","徐州市睢宁县S325淮宿线K63(325省道)63K+100M东侧-向西卡口市际卡口","2","2023/12/24 14:35:34","02","苏NS8***","奔驰牌"
"320300108963801547","沛县","徐州市沛县S253郑沛龙线K0江苏徐州-S253-苏鲁界省际卡口","1","2023/12/24 14:35:58","52","苏CDD***","奔驰牌"
"320300108964455587","沛县","徐州市沛县S253郑沛龙线K0江苏徐州-S253-苏鲁界省际卡口","1","2023/12/24 15:43:46","02","苏CB6***","奔驰牌"
"320300108964650344","铜山县","徐州市铜山县G310连云港-天水K310江苏徐州-G310-苏皖界省际卡口","1","2023/12/24 16:03:10","02","皖L00***","奔驰牌"
"320300108964808168","邳州市","徐州市邳州市S250宿邳线K1江苏徐州-S250-苏鲁界省际卡口","1","2023/12/24 16:19:02","02","苏C87***","奔驰牌-维雅诺-2014#B"
"320300108964809028","睢宁县","徐州市睢宁县G104北京-福州K873江苏徐州-G104-苏皖界省际卡口","1","2023/12/24 16:19:04","02","苏C5X***","奔驰牌-E级-2017_2018_2019"
"320300108965329070","沛县","徐州市沛县S253郑沛龙线K0江苏徐州-S253-苏鲁界省际卡口","1","2023/12/24 17:09:29","02","鲁Q56***","奔驰牌"
"320300108965513121","沛县","徐州市沛县S253郑沛龙线K0江苏徐州-S253-苏鲁界省际卡口","1","2023/12/24 17:26:54","02","苏C2C***","奔驰牌"
"320300108965860024","新沂市","徐州市新沂市G235国道235K10江苏徐州-G235-交界市际卡口","1","2023/12/24 18:01:56","02","苏N92***","奔驰牌"
"320300108966289058","新沂市","徐州市新沂市G235国道235K10江苏徐州-G235-交界市际卡口","1","2023/12/24 18:55:17","02","苏E1V***","奔驰牌-A级-2019#B"
"320300108966392252","高速五大队","G3京台高速K731江苏高速五大队江苏徐州-G3-苏鲁界省际卡口","1","2023/12/24 19:10:48","22","鲁56H***","奔驰牌-未知系列0-未知年款0"
"320300108966401864","新沂市","徐州市新沂市G235国道235K10江苏徐州-G235-交界市际卡口","1","2023/12/24 19:12:45","02","苏AC6***","奔驰牌-卡升C10-2017"
"320300108966500199","新沂市","徐州市新沂市G235国道235K10江苏徐州-G235-交界市际卡口","1","2023/12/24 19:29:34","02","苏NN2***","奔驰牌-C200-2015"
"320300108966699432","新沂市","徐州市新沂市G235国道235K10江苏徐州-G235-交界市际卡口","1","2023/12/24 20:07:30","02","苏N39***","奔驰牌-A级-2019#A"
"320300108966704983","铜山县","徐州市铜山县G311徐州-西峡K207江苏徐州-G311-苏皖界省际卡口","1","2023/12/24 20:08:32","02","宁CU8***","奔驰牌"
"320300108966858829","高速五大队","G3京台高速K731江苏高速五大队江苏徐州-G3-苏鲁界省际卡口","1","2023/12/24 20:39:18","02","苏C16***","奔驰牌-A级-2019#B"
"320300108966942421","高速五大队","G3京台高速K731江苏高速五大队江苏徐州-G3-苏鲁界省际卡口","1","2023/12/24 20:56:49","01","鲁PU7***","奔驰牌-GLA200-2014"
"320300108966968716","邳州市","徐州市邳州市S250宿邳线K1江苏徐州-S250-苏鲁界省际卡口","1","2023/12/24 21:02:50","01","皖N47***","奔驰牌"
"320300108967116537","邳州市","徐州市邳州市S250宿邳线K1江苏徐州-S250-苏鲁界省际卡口","1","2023/12/24 21:35:12","01","苏CHD***","奔驰牌-新凯V-CLASS-2017"
"320300108967192073","睢宁县","徐州市睢宁县S325淮宿线K63(325省道)63K+100M东侧-向西卡口市际卡口","2","2023/12/24 21:52:45","02","苏C5J***","奔驰牌-E300-2010_2011"
"320300108967199462","铜山县","徐州市铜山县G104北京-福州K744江苏徐州-G104-苏鲁界省际卡口","1","2023/12/24 21:54:31","02","苏CE6***","奔驰牌"
"320300108967260722","高速五大队","G3京台高速K731江苏高速五大队江苏徐州-G3-苏鲁界省际卡口","1","2023/12/24 22:10:02","02","苏C6S***","奔驰牌-A级-2019#B"
"320300108967288893","睢宁县","徐州市睢宁县G104北京-福州K873江苏徐州-G104-苏皖界省际卡口","1","2023/12/24 22:18:06","-","-***","奔驰牌"
"320300108967313670","高速五大队","G3京台高速K731江苏高速五大队江苏徐州-G3-苏鲁界省际卡口","1","2023/12/24 22:26:06","02","苏C27***","奔驰牌-V250-2016_2017"
"320300108967339813","邳州市","徐州市邳州市S250宿邳线K1江苏徐州-S250-苏鲁界省际卡口","1","2023/12/24 22:36:40","02","苏C2W***","奔驰牌-未知系列13-未知年款0"
"320300108967364325","邳州市","徐州市邳州市S250宿邳线K1江苏徐州-S250-苏鲁界省际卡口","1","2023/12/24 22:47:52","01","鲁VS6***","奔驰牌"
"320300108967375628","高速五大队","G3京台高速K731江苏高速五大队江苏徐州-G3-苏鲁界省际卡口","1","2023/12/24 22:53:18","02","苏C80***","奔驰牌-E级-2016_2017_2019"
"320300108967383892","铜山县","徐州市铜山县G311徐州-西峡K207江苏徐州-G311-苏皖界省际卡口","1","2023/12/24 22:58:03","02","苏CA8***","奔驰牌"
"320300108967386258","睢宁县","徐州市睢宁县S325淮宿线K63(325省道)63K+100M东侧-向西卡口市际卡口","2","2023/12/24 22:59:14","02","苏N13***","奔驰牌-C200-2015"
"320300108967417798","铜山县","徐州市铜山县G310连云港-天水K310江苏徐州-G310-苏皖界省际卡口","1","2023/12/24 23:18:04","02","苏C9F***","奔驰牌-未知系列7-未知年款0"
"320300108967437476","高速五大队","G3京台高速K731江苏高速五大队江苏徐州-G3-苏鲁界省际卡口","1","2023/12/24 23:31:14","01","鲁RN6***","奔驰牌"
"320300108967444669","新沂市","徐州市新沂市S323连徐线K10阿湖卡口-323省道连云港交界市际卡口","1","2023/12/24 23:36:58","02","闽D09***","奔驰牌-E级-2017"
"320300108967447173","高速五大队","G3京台高速K731江苏高速五大队江苏徐州-G3-苏鲁界省际卡口","1","2023/12/24 23:38:35","02","苏C08***","奔驰牌-GLC300-2016"
"320300108967448589","高速五大队","G3京台高速K731江苏高速五大队江苏徐州-G3-苏鲁界省际卡口","1","2023/12/24 23:39:43","02","苏AWL***","奔驰牌-A级-2019#B"
"320300108959819091","新沂市","徐州市新沂市G235国道235K10江苏徐州-G235-交界市际卡口","1","2023/12/24 0:00:28","02","苏C95***","宝马牌-430i-2016，2017"
"320300108959820015","丰县","徐州市丰县G518518国道K358马楼公路站省际卡口","1","2023/12/24 0:01:01","02","苏CH9***","宝马牌-730Li-2016"
"320300108959828998","邳州市","徐州市邳州市S250宿邳线K1江苏徐州-S250-苏鲁界省际卡口","1","2023/12/24 0:09:17","-","8***","宝马牌-730Li-2019"
"320300108959859688","高速五大队","G3京台高速K731江苏高速五大队江苏徐州-G3-苏鲁界省际卡口","1","2023/12/24 0:38:53","02","苏C10***","宝马牌-5系-2018#A"
"320300108959878419","邳州市","徐州市邳州市S250宿邳线K1江苏徐州-S250-苏鲁界省际卡口","1","2023/12/24 1:02:03","02","鲁A9U***","宝马牌-Mini Cooper-进口车-未知年款"
"320300108959880665","睢宁县","徐州市睢宁县S325淮宿线K63(325省道)63K+100M东侧-向西卡口市际卡口","2","2023/12/24 1:04:55","01","晋E56***","宝马牌-730Li-2019"
"320300108959884566","高速五大队","G3京台高速K731江苏高速五大队江苏徐州-G3-苏鲁界省际卡口","1","2023/12/24 1:09:45","01","苏CLG***","宝马牌-X4-2016"
"320300108959894041","铜山县","徐州市铜山县G311徐州-西峡K207江苏徐州-G311-苏皖界省际卡口","1","2023/12/24 1:23:01","02","苏C31***","宝马牌"
"320300108959895047","新沂市","徐州市新沂市G235国道235K10江苏徐州-G235-交界市际卡口","1","2023/12/24 1:24:37","02","苏N32***","宝马牌-5系-2018#A"
"320300108959916038","铜山县","徐州市铜山县G311徐州-西峡K207江苏徐州-G311-苏皖界省际卡口","1","2023/12/24 1:58:47","02","苏C0Z***","宝马牌"
"320300108959919420","睢宁县","徐州市睢宁县S325淮宿线K63(325省道)63K+100M东侧-向西卡口市际卡口","2","2023/12/24 2:06:00","01","苏C61***","宝马牌-Mini Cooper R57-2011"
"320300108959919401","睢宁县","徐州市睢宁县S325淮宿线K63(325省道)63K+100M东侧-向西卡口市际卡口","2","2023/12/24 2:06:00","01","苏C61***","宝马牌-Mini Cooper R57-2011"
"320300108959927406","睢宁县","徐州市睢宁县S325淮宿线K63(325省道)63K+100M东侧-向西卡口市际卡口","2","2023/12/24 2:21:12","02","苏C92***","宝马牌-Z4-2016"
"320300108959929383","新沂市","徐州市新沂市S323连徐线K10阿湖卡口-323省道连云港交界市际卡口","1","2023/12/24 2:25:04","02","苏N32***","宝马牌"
"320300108959933631","高速五大队","G3京台高速K731江苏高速五大队江苏徐州-G3-苏鲁界省际卡口","1","2023/12/24 2:33:23","02","苏CZ0***","宝马牌-X1-2014_2016_2017"
"320300108959933630","高速五大队","G3京台高速K731江苏高速五大队江苏徐州-G3-苏鲁界省际卡口","1","2023/12/24 2:33:24","02","苏CZ0***","宝马牌-X1-2014_2016_2017"
"320300108959954075","丰县","徐州市丰县鹿梁路K19丰县梁寨检查站市际卡口","1","2023/12/24 3:18:53","02","苏C01***","宝马牌-530i-2012"
"320300108959955099","邳州市","徐州市邳州市S250宿邳线K1江苏徐州-S250-苏鲁界省际卡口","1","2023/12/24 3:21:19","01","皖SA1***","宝马牌-Mini Cooper R57-2011"
"320300108959968352","铜山县","徐州市铜山县G311徐州-西峡K207江苏徐州-G311-苏皖界省际卡口","1","2023/12/24 3:52:47","02","苏CSN***","宝马牌"
"320300108959969969","新沂市","徐州市新沂市G235国道235K10江苏徐州-G235-交界市际卡口","1","2023/12/24 3:57:00","02","赣GA5***","宝马牌-740Li-2019"
"320300108959970673","邳州市","徐州市邳州市S250宿邳线K1江苏徐州-S250-苏鲁界省际卡口","1","2023/12/24 3:58:43","01","鲁H39***","宝马牌-730Li-2019"
"320300108959972436","高速五大队","G3京台高速K731江苏高速五大队江苏徐州-G3-苏鲁界省际卡口","1","2023/12/24 4:02:49","02","苏LK1***","宝马牌-520i-2011_2012_2013"
"320300108959972437","高速五大队","G3京台高速K731江苏高速五大队江苏徐州-G3-苏鲁界省际卡口","1","2023/12/24 4:02:50","02","苏LK1***","宝马牌-535i-2012"
"320300108959972892","邳州市","徐州市邳州市S250宿邳线K1江苏徐州-S250-苏鲁界省际卡口","1","2023/12/24 4:03:55","01","冀A97***","宝马牌-Mini Cooper R57-2011"
"320300108959973215","丰县","徐州市丰县G518518国道K358马楼公路站省际卡口","1","2023/12/24 4:04:35","01","鲁RL3***","宝马牌-730Li-2019"
"320300108959981358","高速五大队","G3京台高速K731江苏高速五大队江苏徐州-G3-苏鲁界省际卡口","1","2023/12/24 4:24:18","02","苏C61***","宝马牌-5系-2018#A"
"320300108959981350","高速五大队","G3京台高速K731江苏高速五大队江苏徐州-G3-苏鲁界省际卡口","1","2023/12/24 4:24:18","02","苏C61***","宝马牌-5系-2018#A"
"320300108959981409","高速五大队","G3京台高速K731江苏高速五大队江苏徐州-G3-苏鲁界省际卡口","1","2023/12/24 4:24:24","02","苏C01***","宝马牌-520i-2011_2012_2013"
"320300108959981404","高速五大队","G3京台高速K731江苏高速五大队江苏徐州-G3-苏鲁界省际卡口","1","2023/12/24 4:24:25","02","苏C01***","宝马牌-520i-2011_2012_2013"
"320300108959981597","高速五大队","G3京台高速K731江苏高速五大队江苏徐州-G3-苏鲁界省际卡口","1","2023/12/24 4:24:33","02","苏C37***","宝马牌-328im-2014"
"320300108959981596","高速五大队","G3京台高速K731江苏高速五大队江苏徐州-G3-苏鲁界省际卡口","1","2023/12/24 4:24:33","02","苏C37***","宝马牌-328im-2014"
"320300108959984983","睢宁县","徐州市睢宁县S325淮宿线K63(325省道)63K+100M东侧-向西卡口市际卡口","2","2023/12/24 4:32:30","02","苏H60***","宝马牌-328im-2014"
"320300108959985646","高速五大队","G3京台高速K731江苏高速五大队江苏徐州-G3-苏鲁界省际卡口","1","2023/12/24 4:33:45","02","苏CB1***","宝马牌-320i-2011"
"320300108960007755","高速五大队","G3京台高速K731江苏高速五大队江苏徐州-G3-苏鲁界省际卡口","1","2023/12/24 5:19:21","02","辽CE7***","宝马牌-X5m-2012"
"320300108960024928","邳州市","徐州市邳州市S250宿邳线K1江苏徐州-S250-苏鲁界省际卡口","1","2023/12/24 5:42:58","01","鲁QS6***","宝马牌-220i-进口车-未知年款"
"320300108960042130","沛县","徐州市沛县S253郑沛龙线K0江苏徐州-S253-苏鲁界省际卡口","1","2023/12/24 5:57:23","02","鲁H18***","宝马牌"
"320300108960048834","新沂市","徐州市新沂市G235国道235K10江苏徐州-G235-交界市际卡口","1","2023/12/24 6:02:08","01","鲁Q22***","宝马牌-730Li-2019"
"320300108960057897","铜山县","徐州市铜山县G104北京-福州K744江苏徐州-G104-苏鲁界省际卡口","1","2023/12/24 6:08:02","02","浙J7H***","宝马牌"
"320300108960072800","新沂市","徐州市新沂市S505505省道K10新沂高速西出口-505省道宿迁界市际卡口","1","2023/12/24 6:16:54","02","苏C2P***","宝马牌-X5m-2012"
"320300108960075636","邳州市","徐州市邳州市S251枣睢线K5江苏徐州-S251-苏鲁界省际卡口","1","2023/12/24 6:18:30","02","苏C0S***","宝马牌"
"320300108960077101","铜山县","徐州市铜山县G311徐州-西峡K207江苏徐州-G311-苏皖界省际卡口","1","2023/12/24 6:19:14","02","皖FJ3***","宝马牌"
"320300108960140874","铜山县","徐州市铜山县G311徐州-西峡K207江苏徐州-G311-苏皖界省际卡口","1","2023/12/24 6:47:46","02","皖L58***","宝马牌"
"320300108960142574","丰县","徐州市丰县鹿梁路K19丰县梁寨检查站市际卡口","1","2023/12/24 6:48:26","01","鲁H81***","宝马牌-730Li-2019"
"320300108960145164","铜山县","徐州市铜山县G311徐州-西峡K207江苏徐州-G311-苏皖界省际卡口","1","2023/12/24 6:49:18","52","苏CDM***","宝马牌"
"320300108960148825","新沂市","徐州市新沂市S505505省道K10新沂高速西出口-505省道宿迁界市际卡口","1","2023/12/24 6:50:30","02","苏CQ8***","宝马牌-320i-2015"
"320300108960150549","睢宁县","徐州市睢宁县S325淮宿线K63(325省道)63K+100M东侧-向西卡口市际卡口","2","2023/12/24 6:50:58","02","苏N18***","宝马牌-X3-2018#A"
"320300108960164433","新沂市","徐州市新沂市S505505省道K10新沂高速西出口-505省道宿迁界市际卡口","1","2023/12/24 6:55:27","02","苏C7V***","宝马牌-430i-2016，2017"
"320300108960166072","邳州市","徐州市邳州市S250宿邳线K1江苏徐州-S250-苏鲁界省际卡口","1","2023/12/24 6:55:59","01","皖AK9***","宝马牌-X5m-2012"
"320300108960178618","铜山县","徐州市铜山县G311徐州-西峡K207江苏徐州-G311-苏皖界省际卡口","1","2023/12/24 6:59:37","02","苏A70***","宝马牌"
"320300108960190711","铜山县","徐州市铜山县G311徐州-西峡K207江苏徐州-G311-苏皖界省际卡口","1","2023/12/24 7:02:59","02","苏CE8***","宝马牌"
"320300108960191786","铜山县","徐州市铜山县G311徐州-西峡K207江苏徐州-G311-苏皖界省际卡口","1","2023/12/24 7:03:18","02","苏C7M***","宝马牌"
"320300108960204947","铜山县","徐州市铜山县G310连云港-天水K310江苏徐州-G310-苏皖界省际卡口","1","2023/12/24 7:06:33","02","苏C2Y***","宝马牌"
"320300108960225929","铜山县","徐州市铜山县G311徐州-西峡K207江苏徐州-G311-苏皖界省际卡口","1","2023/12/24 7:11:23","02","苏C3U***","宝马牌"
"320300108960243477","邳州市","徐州市邳州市S250宿邳线K1江苏徐州-S250-苏鲁界省际卡口","1","2023/12/24 7:15:06","01","鲁BE6***","宝马牌-320i GT-2019"
"320300108960250043","睢宁县","徐州市睢宁县G104北京-福州K873江苏徐州-G104-苏皖界省际卡口","1","2023/12/24 7:16:25","02","苏C7R***","宝马牌-328im-2014"
"320300108960267901","丰县","徐州市丰县鹿梁路K19丰县梁寨检查站市际卡口","1","2023/12/24 7:19:50","-","W***","宝马牌-X5m-2012"
"320300108960280362","睢宁县","徐州市睢宁县S252塔双线K56江苏徐州-S252-苏皖界省际卡口","1","2023/12/24 7:22:05","-","鲁D67***","宝马牌-Mini Roadster-2012"
"320300108960299819","睢宁县","徐州市睢宁县G104北京-福州K873江苏徐州-G104-苏皖界省际卡口","1","2023/12/24 7:25:28","02","苏C5D***","宝马牌-X3-进口车-未知年款"
"320300108960302214","铜山县","徐州市铜山县G104北京-福州K744江苏徐州-G104-苏鲁界省际卡口","1","2023/12/24 7:25:45","02","苏CA2***","宝马牌"
"320300108960302553","铜山县","徐州市铜山县G104北京-福州K744江苏徐州-G104-苏鲁界省际卡口","1","2023/12/24 7:25:47","02","苏CU2***","宝马牌"
"320300108960311585","铜山县","徐州市铜山县G104北京-福州K744江苏徐州-G104-苏鲁界省际卡口","1","2023/12/24 7:27:23","02","苏C54***","宝马牌"
"320300108960327431","高速五大队","G3京台高速K731江苏高速五大队江苏徐州-G3-苏鲁界省际卡口","1","2023/12/24 7:29:39","02","苏CH9***","宝马牌-6系GT-2018"
"320300108960337462","铜山县","徐州市铜山县G310连云港-天水K310江苏徐州-G310-苏皖界省际卡口","1","2023/12/24 7:31:25","02","苏CUD***","宝马牌"
"320300108960343264","丰县","徐州市丰县G518518国道K358马楼公路站省际卡口","1","2023/12/24 7:32:09","02","鲁HT9***","宝马牌-528i-2012"
"320300108960342390","沛县","徐州市沛县S253郑沛龙线K0江苏徐州-S253-苏鲁界省际卡口","1","2023/12/24 7:32:27","02","苏C3T***","宝马牌"
"320300108960358887","丰县","徐州市丰县G518518国道K358马楼公路站省际卡口","1","2023/12/24 7:34:35","02","苏C1B***","宝马牌-528i-2012"
"320300108960359499","睢宁县","徐州市睢宁县G104北京-福州K873江苏徐州-G104-苏皖界省际卡口","1","2023/12/24 7:35:00","02","苏C2D***","宝马牌-X5-2014"
"320300108960363817","睢宁县","徐州市睢宁县S325淮宿线K63(325省道)63K+100M东侧-向西卡口市际卡口","2","2023/12/24 7:35:34","02","苏C69***","宝马牌-1系-2018"
"320300108960375471","铜山县","徐州市铜山县G310连云港-天水K310江苏徐州-G310-苏皖界省际卡口","1","2023/12/24 7:37:13","02","苏CL5***","宝马牌"
"320300108960399450","睢宁县","徐州市睢宁县S252塔双线K56江苏徐州-S252-苏皖界省际卡口","1","2023/12/24 7:40:53","02","苏CE7***","宝马牌"
"320300108960402728","丰县","徐州市丰县G518518国道K358马楼公路站省际卡口","1","2023/12/24 7:41:01","02","苏C8B***","宝马牌-540i-进口车-未知年款"
"320300108960403311","丰县","徐州市丰县G518518国道K358马楼公路站省际卡口","1","2023/12/24 7:41:06","52","苏CF0***","宝马牌-730Li-2017"
"320300108960411645","新沂市","徐州市新沂市G235国道235K10江苏徐州-G235-交界市际卡口","1","2023/12/24 7:42:39","02","苏N03***","宝马牌-328im-2014"
"320300108960415454","铜山县","徐州市铜山县G311徐州-西峡K207江苏徐州-G311-苏皖界省际卡口","1","2023/12/24 7:43:04","02","苏CK9***","宝马牌"
"320300108960418824","丰县","徐州市丰县G518518国道K358马楼公路站省际卡口","1","2023/12/24 7:43:18","02","沪A73***","宝马牌-740Li-2009"
"320300108960426192","铜山县","徐州市铜山县G311徐州-西峡K207江苏徐州-G311-苏皖界省际卡口","1","2023/12/24 7:44:38","02","苏CT7***","宝马牌"
"320300108960427201","铜山县","徐州市铜山县G311徐州-西峡K207江苏徐州-G311-苏皖界省际卡口","1","2023/12/24 7:44:44","02","苏CM7***","宝马牌"
"320300108960430050","铜山县","徐州市铜山县G311徐州-西峡K207江苏徐州-G311-苏皖界省际卡口","1","2023/12/24 7:45:08","02","苏C39***","宝马牌"
"320300108960431209","睢宁县","徐州市睢宁县G104北京-福州K873江苏徐州-G104-苏皖界省际卡口","1","2023/12/24 7:45:16","02","苏C0A***","宝马牌-X1-2012_2014"
"320300108960448114","铜山县","徐州市铜山县G310连云港-天水K310江苏徐州-G310-苏皖界省际卡口","1","2023/12/24 7:47:35","02","苏C01***","宝马牌"
"320300108960457642","睢宁县","徐州市睢宁县G104北京-福州K873江苏徐州-G104-苏皖界省际卡口","1","2023/12/24 7:49:00","02","苏C7P***","宝马牌-3系-2020"
"320300108960473696","铜山县","徐州市铜山县G310连云港-天水K310江苏徐州-G310-苏皖界省际卡口","1","2023/12/24 7:50:46","02","苏C90***","宝马牌"
"320300108960472213","睢宁县","徐州市睢宁县S325淮宿线K63(325省道)63K+100M东侧-向西卡口市际卡口","2","2023/12/24 7:50:55","02","苏C42***","宝马牌"
"320300108960471876","睢宁县","徐州市睢宁县G104北京-福州K873江苏徐州-G104-苏皖界省际卡口","1","2023/12/24 7:50:59","02","CLE1***","宝马牌-328i-进口车-未知年款"
"320300108960474388","新沂市","江苏省徐州市新沂市S323连徐线K96瓦窑检查站市际卡口","1","2023/12/24 7:51:09","02","苏C5L***","宝马牌-328im-2014"
"320300108960486000","丰县","徐州市丰县G518518国道K358马楼公路站省际卡口","1","2023/12/24 7:52:42","02","苏C20***","宝马牌-740Li-2019"
"320300108960487549","铜山县","徐州市铜山县G310连云港-天水K310江苏徐州-G310-苏皖界省际卡口","1","2023/12/24 7:52:43","02","苏CL0***","宝马牌"
"320300108960502840","新沂市","江苏省徐州市新沂市S323连徐线K96瓦窑检查站市际卡口","1","2023/12/24 7:55:06","02","苏CT9***","宝马牌-745-进口车-未知年款"
"320300108960510014","睢宁县","徐州市睢宁县S325淮宿线K63(325省道)63K+100M东侧-向西卡口市际卡口","2","2023/12/24 7:56:08","02","苏CJ8***","宝马牌-X1-2013_2014#A"
"320300108960518116","睢宁县","徐州市睢宁县S325淮宿线K63(325省道)63K+100M东侧-向西卡口市际卡口","2","2023/12/24 7:57:14","02","苏CM8***","宝马牌-740Li-2019"
"320300108960553372","铜山县","徐州市铜山县G310连云港-天水K310江苏徐州-G310-苏皖界省际卡口","1","2023/12/24 8:02:09","52","苏CDD***","宝马牌"
"320300108960566666","铜山县","徐州市铜山县G311徐州-西峡K207江苏徐州-G311-苏皖界省际卡口","1","2023/12/24 8:04:01","02","苏CP1***","宝马牌"
"320300108960573654","睢宁县","徐州市睢宁县S325淮宿线K63(325省道)63K+100M东侧-向西卡口市际卡口","2","2023/12/24 8:05:06","02","苏CA0***","宝马牌-740Li-2019"
"320300108960635968","铜山县","徐州市铜山县G104北京-福州K744江苏徐州-G104-苏鲁界省际卡口","1","2023/12/24 8:13:53","02","苏CL8***","宝马牌"
"320300108960648223","丰县","徐州市丰县G518518国道K358马楼公路站省际卡口","1","2023/12/24 8:15:16","02","苏CA2***","宝马牌-320i-2006"
"320300108960652882","邳州市","徐州市邳州市S251枣睢线K5江苏徐州-S251-苏鲁界省际卡口","1","2023/12/24 8:16:21","02","苏C2J***","宝马牌"
"320300108960658684","丰县","徐州市丰县G518518国道K358马楼公路站省际卡口","1","2023/12/24 8:16:47","02","苏CV1***","宝马牌-335i-进口车-未知年款"
"320300108960659333","睢宁县","徐州市睢宁县G104北京-福州K873江苏徐州-G104-苏皖界省际卡口","1","2023/12/24 8:17:12","-","2U30***","宝马牌-X1-2014_2016_2017"
"320300108960661940","铜山县","徐州市铜山县G310连云港-天水K310江苏徐州-G310-苏皖界省际卡口","1","2023/12/24 8:17:27","52","苏CD7***","宝马牌"
"320300108960670464","高速五大队","G3京台高速K731江苏高速五大队江苏徐州-G3-苏鲁界省际卡口","1","2023/12/24 8:18:29","02","鲁HY7***","宝马牌-430i-2016，2017"
"320300108960690990","铜山县","徐州市铜山县G206烟台-汕头K816江苏徐州-G206-苏皖界省际卡口","1","2023/12/24 8:21:46","02","苏C7D***","宝马牌"
"320300108960696278","铜山县","徐州市铜山县G311徐州-西峡K207江苏徐州-G311-苏皖界省际卡口","1","2023/12/24 8:22:17","02","苏CC7***","宝马牌"
"320300108960727094","新沂市","江苏省徐州市新沂市S323连徐线K96瓦窑检查站市际卡口","1","2023/12/24 8:26:44","02","苏C7M***","宝马牌-330i-2016"
"320300108960740970","新沂市","江苏省徐州市新沂市S323连徐线K96瓦窑检查站市际卡口","1","2023/12/24 8:28:46","02","苏G26***","宝马牌-740Li-2019"
"320300108960763449","铜山县","徐州市铜山县G104北京-福州K744江苏徐州-G104-苏鲁界省际卡口","1","2023/12/24 8:32:07","02","苏C9B***","宝马牌"
"320300108960767558","铜山县","徐州市铜山县G311徐州-西峡K207江苏徐州-G311-苏皖界省际卡口","1","2023/12/24 8:32:36","02","苏C5T***","宝马牌"
"320300108960866615","丰县","徐州市丰县G518518国道K358马楼公路站省际卡口","1","2023/12/24 8:46:22","01","鲁H39***","宝马牌-X4-2016"
"320300108960898780","丰县","徐州市丰县鹿梁路K19丰县梁寨检查站市际卡口","1","2023/12/24 8:51:01","02","苏C6P***","宝马牌-X1-2014_2016_2017"
"320300108960902900","丰县","徐州市丰县G518518国道K358马楼公路站省际卡口","1","2023/12/24 8:51:14","01","苏CLH***","宝马牌-Mini Cooper Excitem-2011"
"320300108960901520","新沂市","江苏省徐州市新沂市S323连徐线K96瓦窑检查站市际卡口","1","2023/12/24 8:51:23","02","苏C5C***","宝马牌-6系GT-2018"
"320300108960934815","铜山县","徐州市铜山县G310连云港-天水K310江苏徐州-G310-苏皖界省际卡口","1","2023/12/24 8:55:44","02","苏C6K***","宝马牌"
"320300108961012777","新沂市","江苏省徐州市新沂市S323连徐线K96瓦窑检查站市际卡口","1","2023/12/24 9:06:20","52","苏CDX***","宝马牌-Mini One-2013"
"320300108961015817","新沂市","江苏省徐州市新沂市S323连徐线K96瓦窑检查站市际卡口","1","2023/12/24 9:06:44","52","鲁HDW***","宝马牌-335i-2011"
"320300108961019266","高速五大队","G3京台高速K731江苏高速五大队江苏徐州-G3-苏鲁界省际卡口","1","2023/12/24 9:06:56","02","鲁Q8J***","宝马牌-530i-2012"
"320300108961020851","新沂市","江苏省徐州市新沂市S323连徐线K96瓦窑检查站市际卡口","1","2023/12/24 9:07:22","02","苏C1M***","宝马牌-328im-2014"
"320300108961022960","邳州市","徐州市邳州市S251枣睢线K5江苏徐州-S251-苏鲁界省际卡口","1","2023/12/24 9:07:46","02","苏A0X***","宝马牌"
"320300108961048913","铜山县","徐州市铜山县G310连云港-天水K310江苏徐州-G310-苏皖界省际卡口","1","2023/12/24 9:11:03","02","皖LB3***","宝马牌"
"320300108961064930","铜山县","徐州市铜山县G310连云港-天水K310江苏徐州-G310-苏皖界省际卡口","1","2023/12/24 9:13:07","02","苏CMP***","宝马牌"
"320300108961064895","铜山县","徐州市铜山县G310连云港-天水K310江苏徐州-G310-苏皖界省际卡口","1","2023/12/24 9:13:07","02","苏CMP***","宝马牌"
"320300108961067790","睢宁县","徐州市睢宁县S325淮宿线K63(325省道)63K+100M东侧-向西卡口市际卡口","2","2023/12/24 9:13:27","02","苏C0V***","宝马牌-328i-进口车-未知年款"
"320300108961080985","睢宁县","徐州市睢宁县G104北京-福州K873江苏徐州-G104-苏皖界省际卡口","1","2023/12/24 9:15:23","02","苏CX9***","宝马牌-X1-2014_2016_2017"
"320300108961095312","铜山县","徐州市铜山县G310连云港-天水K310江苏徐州-G310-苏皖界省际卡口","1","2023/12/24 9:16:59","02","苏C98***","宝马牌"
"320300108961096781","新沂市","徐州市新沂市S323连徐线K10阿湖卡口-323省道连云港交界市际卡口","1","2023/12/24 9:17:27","02","苏GY1***","宝马牌-X1-2014_2016_2017"
"320300108961114801","丰县","徐州市丰县G518518国道K358马楼公路站省际卡口","1","2023/12/24 9:19:26","02","苏A0B***","宝马牌-328im-2014"
